"y","x","county","u.full"
0.78845736036427,1,"AITKIN              ",0.502054
0.78845736036427,0,"AITKIN              ",0.502054
1.06471073699243,0,"AITKIN              ",0.502054
0,0,"AITKIN              ",0.502054
1.1314021114911,0,"ANOKA               ",0.428565
0.916290731874155,0,"ANOKA               ",0.428565
0.405465108108164,0,"ANOKA               ",0.428565
0,0,"ANOKA               ",0.428565
-0.356674943938732,0,"ANOKA               ",0.428565
0.182321556793955,0,"ANOKA               ",0.428565
0.182321556793955,0,"ANOKA               ",0.428565
0.262364264467491,0,"ANOKA               ",0.428565
0.336472236621213,0,"ANOKA               ",0.428565
-0.916290731874155,0,"ANOKA               ",0.428565
0.0953101798043249,0,"ANOKA               ",0.428565
1.50407739677627,0,"ANOKA               ",0.428565
0.262364264467491,0,"ANOKA               ",0.428565
0.741937344729377,0,"ANOKA               ",0.428565
1.77495235091167,0,"ANOKA               ",0.428565
1.19392246847243,0,"ANOKA               ",0.428565
0.587786664902119,0,"ANOKA               ",0.428565
1.68639895357023,0,"ANOKA               ",0.428565
1.84054963339749,0,"ANOKA               ",0.428565
0.641853886172395,0,"ANOKA               ",0.428565
1.88706964903238,0,"ANOKA               ",0.428565
1.1314021114911,0,"ANOKA               ",0.428565
1.91692261218206,0,"ANOKA               ",0.428565
1.94591014905531,0,"ANOKA               ",0.428565
2.04122032885964,0,"ANOKA               ",0.428565
1.64865862558738,0,"ANOKA               ",0.428565
1.50407739677627,0,"ANOKA               ",0.428565
1.48160454092422,0,"ANOKA               ",0.428565
1.02961941718116,0,"ANOKA               ",0.428565
2.09186406167839,0,"ANOKA               ",0.428565
0.470003629245736,0,"ANOKA               ",0.428565
1.43508452528932,0,"ANOKA               ",0.428565
1.68639895357023,0,"ANOKA               ",0.428565
1.38629436111989,0,"ANOKA               ",0.428565
0.832909122935104,0,"ANOKA               ",0.428565
1.06471073699243,0,"ANOKA               ",0.428565
0.336472236621213,0,"ANOKA               ",0.428565
1.19392246847243,0,"ANOKA               ",0.428565
1.06471073699243,0,"ANOKA               ",0.428565
0.587786664902119,1,"ANOKA               ",0.428565
-1.6094379124341,1,"ANOKA               ",0.428565
0.8754687373539,0,"ANOKA               ",0.428565
0.0953101798043249,1,"ANOKA               ",0.428565
0.78845736036427,0,"ANOKA               ",0.428565
-0.510825623765991,0,"ANOKA               ",0.428565
0.53062825106217,0,"ANOKA               ",0.428565
1.06471073699243,0,"ANOKA               ",0.428565
0.78845736036427,0,"ANOKA               ",0.428565
0.53062825106217,0,"ANOKA               ",0.428565
0.336472236621213,0,"ANOKA               ",0.428565
0.641853886172395,0,"ANOKA               ",0.428565
0.587786664902119,0,"ANOKA               ",0.428565
0.182321556793955,1,"BECKER              ",0.892741
1.45861502269952,0,"BECKER              ",0.892741
1.50407739677627,1,"BECKER              ",0.892741
1.84054963339749,0,"BELTRAMI            ",0.552472
1.52605630349505,0,"BELTRAMI            ",0.552472
1.7404661748405,0,"BELTRAMI            ",0.552472
0.78845736036427,1,"BELTRAMI            ",0.552472
-0.916290731874155,1,"BELTRAMI            ",0.552472
1.52605630349505,1,"BELTRAMI            ",0.552472
1.48160454092422,1,"BELTRAMI            ",0.552472
1.88706964903238,0,"BENTON              ",0.866849
0.993251773010283,0,"BENTON              ",0.866849
1.06471073699243,1,"BENTON              ",0.866849
1.06471073699243,0,"BENTON              ",0.866849
0.916290731874155,1,"BROWN               ",1.31993
1.90210752639692,0,"BROWN               ",1.31993
1.38629436111989,1,"BROWN               ",1.31993
2.31253542384721,0,"BROWN               ",1.31993
0.78845736036427,0,"CARLTON             ",0.717261
0.587786664902119,0,"CARLTON             ",0.717261
1.22377543162212,0,"CARLTON             ",0.717261
1.7227665977411,1,"CARLTON             ",0.717261
1.45861502269952,0,"CARLTON             ",0.717261
1.3609765531356,0,"CARLTON             ",0.717261
0.262364264467491,0,"CARLTON             ",0.717261
1.43508452528932,0,"CARLTON             ",0.717261
-0.22314355131421,0,"CARLTON             ",0.717261
0.693147180559945,0,"CARLTON             ",0.717261
0.470003629245736,0,"CARVER              ",1.10061
2.55722731136763,0,"CARVER              ",1.10061
2.68784749378469,1,"CARVER              ",1.10061
1.54756250871601,1,"CARVER              ",1.10061
2.26176309847379,0,"CARVER              ",1.10061
1.30833281965018,0,"CASS                ",0.544319
2.00148000021012,0,"CASS                ",0.544319
0.641853886172395,0,"CASS                ",0.544319
1.66770682055808,0,"CASS                ",0.544319
1.38629436111989,0,"CASS                ",0.544319
2.04122032885964,0,"CHIPPEWA            ",1.3148
0.336472236621213,0,"CHIPPEWA            ",1.3148
2.30258509299405,0,"CHIPPEWA            ",1.3148
2.24070968927596,0,"CHIPPEWA            ",1.3148
-0.22314355131421,0,"CHISAGO             ",0.479352
1.48160454092422,0,"CHISAGO             ",0.479352
1.6094379124341,0,"CHISAGO             ",0.479352
0.741937344729377,0,"CHISAGO             ",0.479352
0.53062825106217,0,"CHISAGO             ",0.479352
2.09186406167839,0,"CHISAGO             ",0.479352
-0.105360515657826,1,"CLAY                ",1.41027
2.55722731136763,0,"CLAY                ",1.41027
0.955511445027436,0,"CLAY                ",1.41027
1.25276296849537,1,"CLAY                ",1.41027
3.28091121578765,0,"CLAY                ",1.41027
0.405465108108164,0,"CLAY                ",1.41027
2.56494935746154,0,"CLAY                ",1.41027
2.17475172148416,0,"CLAY                ",1.41027
2.9704144655697,0,"CLAY                ",1.41027
0.916290731874155,1,"CLAY                ",1.41027
2.19722457733622,0,"CLAY                ",1.41027
2.57261223020711,0,"CLAY                ",1.41027
1.28093384546206,0,"CLAY                ",1.41027
1.93152141160321,1,"CLAY                ",1.41027
1.56861591791385,1,"CLEARWATER          ",0.941896
1.22377543162212,0,"CLEARWATER          ",0.941896
-0.105360515657826,1,"CLEARWATER          ",0.941896
1.22377543162212,0,"CLEARWATER          ",0.941896
0.993251773010283,0,"COOK                ",0.603508
0.336472236621213,0,"COOK                ",0.603508
1.91692261218206,0,"COTTONWOOD          ",1.40433
2.40694510831829,1,"COTTONWOOD          ",1.40433
0.916290731874155,1,"COTTONWOOD          ",1.40433
1.28093384546206,0,"DAKOTA              ",0.976144
1.02961941718116,0,"DAKOTA              ",0.976144
2.68102152871429,0,"DAKOTA              ",0.976144
1.90210752639692,0,"DAKOTA              ",0.976144
2.07944154167984,0,"DAKOTA              ",0.976144
0.955511445027436,0,"DAKOTA              ",0.976144
1.02961941718116,1,"DAKOTA              ",0.976144
1.48160454092422,0,"DAKOTA              ",0.976144
0.53062825106217,1,"DAKOTA              ",0.976144
0.693147180559945,0,"DAKOTA              ",0.976144
0.693147180559945,0,"DAKOTA              ",0.976144
0.405465108108164,0,"DAKOTA              ",0.976144
2.26176309847379,0,"DAKOTA              ",0.976144
2.09186406167839,0,"DAKOTA              ",0.976144
1.25276296849537,0,"DAKOTA              ",0.976144
-0.22314355131421,1,"DAKOTA              ",0.976144
1.62924053973028,0,"DAKOTA              ",0.976144
1.16315080980568,0,"DAKOTA              ",0.976144
2.37954613413017,0,"DAKOTA              ",0.976144
2.10413415427021,0,"DAKOTA              ",0.976144
1.84054963339749,0,"DAKOTA              ",0.976144
1.56861591791385,0,"DAKOTA              ",0.976144
1.79175946922805,0,"DAKOTA              ",0.976144
0.0953101798043249,0,"DAKOTA              ",0.976144
2.16332302566054,0,"DAKOTA              ",0.976144
2.17475172148416,0,"DAKOTA              ",0.976144
1.91692261218206,0,"DAKOTA              ",0.976144
